Trial,subjID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,verif_ans,P_sentence,clear_responses,isactive,syn_voice,syn_corr,error_type_old,error_type,message
426,16,1,0.39,2.205833333,kiss,PC,0,The monk is kissed by the swimmer.,The clown is kissed by the artist,0,P,C,,0,
427,16,1,0.5047222222,2.787222222,slap,AC,1,The cowboy slaps the professor.,The policeman slaps the swimmer,1,A,C,,0,
428,16,1,2.400833333,2.496944444,scold,PC,1,The doctor is scolded by the professor.,The policeman scolds the boxer,1,P,C,,0,
429,16,1,0.4197222222,2.132777778,chase,AC,1,The nun chases the sailor.,The policeman chases the robber,1,A,C,,0,
430,16,0,0.5372222222,2.269722222,tickle,PI,1,The robber is ticklen by the soldier.,The waitress tickles the monk,1,P,I,,0,
431,16,1,0.4416666667,2.449444444,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer,1,A,C,,0,
432,16,1,0.5372222222,2.626944444,follow,PC,1,The ballerina is followed by the pirate.,The nun followed the soldier,1,P,C,,0,
433,17,1,1.370555556,3.868888889,kick,AI,1,The policeman kick the boxer.,the maid kicked the clown,1,A,I,,0,
434,17,1,0.7522222222,3.864444444,scold,PC,0,The monk is scolded by the swimmer.,the soldier was scolded by the teacher,0,P,C,,0,
435,17,1,0.6913888889,2.075277778,slap,AC,0,The cowboy slaps the ballerina.,the police slapped the boxer,1,A,C,,0,
436,17,1,0.5863888889,2.300277778,follow,PC,0,The ballerina is followed by the pirate.,the nun followed the boxer,1,P,C,,0,
437,17,1,0.655,1.929444444,chase,AC,0,The policeman chases the robber.,the police chases the swimmer,1,A,C,,0,
438,17,1,0.6813888889,1.317777778,kick,PI,0,The clown is kicken by the nun.,the maid kicked the robber,1,P,I,,0,
439,17,1,0.8636111111,1.648611111,push,AI,1,The chef push the clown.,the cowbow pushed the swimmer,1,A,I,,0,
440,17,1,1.268611111,1.791666667,push,PI,0,The monk is pushen by the policeman.,the cowbow pushed the ballerina,1,P,I,,0,
441,17,1,0.8663888889,1.225833333,kiss,AC,1,The artist kisses the ballerina.,the nun kisses the boxer,1,A,C,,0,
442,17,1,0.6661111111,1.564444444,chase,PC,1,The monk is chased by the policeman.,the pirate chases the robber,1,P,C,,0,
443,17,1,0.6275,1.565,tickle,AI,0,The soldier tickle the boxer.,the maid tickles the doctor,1,A,I,,0,
444,17,0,0.7294444444,2.038055556,shoot,PI,1,The ballerina is shooted by the artist.,the chef shoots the swimmer,1,P,I,,0,
445,17,1,0.6191666667,1.200833333,punch,AC,1,The cowboy punches the swimmer.,the artist punches the clown,1,A,C,,0,
446,17,1,1.171388889,1.2625,kiss,PC,1,The boxer is kissed by the artist.,the nun kisses the ballerina,1,P,C,,0,
447,17,1,0.7894444444,2.250555556,scold,AC,0,The waitress scolds the boxer.,the police scolds the ballerina,1,A,C,,0,
448,17,1,0.5577777778,1.292777778,punch,PC,1,The ballerina is punched by the artist.,the cowboy punches the doctor,1,P,C,,0,
449,17,1,0.4944444444,1.409444444,scold,AC,1,The policeman scolds the doctor.,the teacher scolds the sailor,1,A,C,,0,
450,17,1,0.4841666667,2.410833333,punch,PC,0,The policeman is punched by the artist.,the cowboy punches the ballerina,1,P,C,,0,
451,17,1,0.655,1.376111111,follow,AC,1,The nun follows the doctor.,the pirate follows the sailor,1,A,C,,0,
452,17,1,0.5047222222,1.268055556,chase,PC,0,The swimmer is chased by the nun.,the maid chases the doctor,1,P,C,,0,
453,17,1,0.5566666667,1.165833333,shoot,AI,0,The actress shoot the robber.,the chef shoots the boxer,1,A,I,,0,
454,17,1,0.5772222222,1.568888889,follow,PC,1,The ballerina is followed by the pirate.,the nun follows the soldier,1,P,C,,0,
455,17,1,0.9633333333,1.608333333,slap,AC,1,The cowboy slaps the professor.,the police slapped the swimmer,1,A,C,,0,
456,17,1,0.4275,1.140277778,pull,PI,0,The waitress is pullen by the pirate.,the boxer pulls the clown,1,P,I,,0,
457,17,1,1.105555556,1.355833333,touch,AI,0,The waitress touch the professor.,the sailor touched the swimmer,1,A,I,,0,
458,17,1,0.8261111111,2.656666667,slap,PC,1,The clown is slapped by the policeman.,the cowboy slapped the sailor,1,P,C,,0,
459,17,1,2.099722222,1.2875,chase,AC,1,The nun chases the sailor.,the police chases the robber,1,A,C,,0,
460,17,1,0.2930555556,1.476388889,slap,PC,0,The nurse is slapped by  the policeman.,the cowboy slapped the dancer,1,P,C,,0,
461,17,1,0.3997222222,2.390555556,kiss,AC,0,The pirate kisses the clown.,the artist kisses the soldier,1,A,C,,0,
462,17,0,0.9113888889,1.177777778,touch,PI,1,The doctor is touchen by the waitress.,the sailor touches the clown,1,P,I,,0,
463,17,1,0.3952777778,1.623055556,follow,AC,0,The nun follows the cowboy.,the pirate follows the doctor,1,A,C,,0,
464,17,1,0.5075,1.7775,scold,PC,1,The doctor is scolded by the professor.,the police scolded the boxer,1,P,C,,0,
465,17,1,0.6277777778,1.918333333,punch,AC,0,The cowboy punches the nun.,the artist punches the monk,1,A,C,,0,
466,17,0,0.6055555556,1.413888889,tickle,PI,1,The robber is ticklen by the soldier.,the waitress tickles the monk,1,P,I,,0,
467,17,1,0.6616666667,1.3575,pull,AI,1,The boxer pull the soldier.,the pirate pulls the ballerina,1,A,I,,0,
468,17,1,0.5836111111,2.79,kiss,PC,0,The monk is kissed by the swimmer.,the artist kisses the clown,1,P,C,,0,
469,18,1,1.8525,13.58083333,push,AI,1,The chef push the clown.,The man PUSH the poor guy,1,A,I,,1,
470,18,1,5.681666667,11.23305556,follow,PC,1,The ballerina is followed by the pirate.,the soldier is followed by the Father,0,P,C,,0,
471,18,0,2.226388889,23.80944444,tickle,AI,0,The soldier tickle the boxer.,The lady tickle the Doctor,1,A,I,,1,
472,18,1,4.495,17.88472222,kiss,PC,1,The boxer is kissed by the artist.,The ballerina is kissed by the mother,0,P,C,,0,
473,18,1,3.186111111,14.88666667,pull,AI,1,The boxer pull the soldier.,The pirate pull the ballerina,1,A,I,,1,
474,18,0,2.685555556,10.04416667,push,PI,0,The monk is pushen by the policeman.,The pirate push the ballerina,1,P,I,,1,
475,18,1,3.010555556,10.48027778,chase,AC,1,The nun chases the sailor.,The policeman chases the thief,1,A,C,,0,
476,18,0,4.496111111,18.00444444,scold,PC,0,The monk is scolded by the swimmer.,The soldier is scolded by the teacher,0,P,C,,0,
477,18,0,6.450833333,16.08138889,slap,AC,0,The cowboy slaps the ballerina.,The swimmer slap the boxer,1,A,C,,1,
478,18,1,4.620277778,20.645,punch,PC,0,The policeman is punched by the artist.,The cowboy punch the ballerina,1,P,C,,1,
479,18,1,6.608611111,20.32583333,follow,AC,0,The nun follows the cowboy.,The pirate follows the Doctor,1,A,C,,0,
480,18,1,8.611111111,15.52638889,shoot,PI,1,The ballerina is shooted by the artist.,The cowboy shooted  by the chef,0,P,I,,1,
481,18,1,4.1325,8.391111111,shoot,AI,0,The actress shoot the robber.,The chef shoot the boxer,1,A,I,,1,
482,18,1,3.019444444,11.35111111,touch,PI,1,The doctor is touchen by the waitress.,a mad man touched by the policeman,0,P,I,,1,
483,18,1,2.537222222,14.81055556,scold,AC,0,The waitress scolds the boxer.,a ballerina scold by the soldier,0,A,C,,1,
484,18,1,6.548611111,6.833611111,pull,PI,0,The waitress is pullen by the pirate.,a mad man pulled by the boxer,0,P,I,,1,
485,18,0,3.686944444,9.063333333,scold,AC,1,The policeman scolds the doctor.,a police man scold by the teacher,0,A,C,,1,
486,18,1,2.827777778,18.10611111,tickle,PI,1,The robber is ticklen by the soldier.,a monk is tickle by the waitress,0,P,I,,1,
487,18,1,3.212777778,12.20888889,kiss,AC,1,The artist kisses the ballerina.,the nun kisses the boxer,1,A,C,,0,
488,18,1,2.388888889,7.663611111,kiss,PC,0,The monk is kissed by the swimmer.,a mad man is kissed by the artist,0,P,C,,0,
489,18,1,3.707777778,6.483611111,punch,AC,0,The cowboy punches the nun.,The artist punches the monk,1,A,C,,0,
490,18,1,2.847222222,6.064166667,scold,PC,1,The doctor is scolded by the professor.,The boxer scold by the soldier,0,P,C,,1,
491,18,1,1.196111111,10.71,chase,AC,0,The policeman chases the robber.,The soldier chase the swimmer,1,A,C,,1,
492,18,1,2.217222222,10.25083333,chase,PC,1,The monk is chased by the policeman.,The robber is chased by the pirate,0,P,C,,0,
493,18,1,0.9225,11.20277778,slap,AC,1,The cowboy slaps the professor.,The soldier slaps the swimmer,1,A,C,,0,
494,18,1,7.785277778,7.384722222,slap,PC,1,The clown is slapped by the policeman.,The policeman is slapped by the cowboy,0,P,C,,0,
495,18,1,1.968333333,4.872777778,kiss,AC,0,The pirate kisses the clown.,The soldier is kissed by the artist,0,A,C,,0,
496,18,1,1.251666667,6.091388889,follow,PC,0,The ballerina is followed by the pirate.,The boxer followed by the nun,0,P,C,,1,
497,18,1,1.268888889,4.015555556,touch,AI,0,The waitress touch the professor.,The policeman touched the swimmer,1,A,I,,0,
498,18,1,2.029722222,5.9175,slap,PC,0,The nurse is slapped by  the policeman.,The ballerina is slapped by the cowboy,0,P,C,,0,
499,18,1,1.1075,5.151666667,kick,AI,1,The policeman kick the boxer.,The waitress kick the clown,1,A,I,,1,
500,18,1,1.155833333,5.618055556,chase,PC,0,The swimmer is chased by the nun.,The doctor is chased by the waitress,0,P,C,,0,
501,18,1,0.9516666667,3.502222222,punch,AC,1,The cowboy punches the swimmer.,The artist punch the clown,1,A,C,,1,
502,18,1,1.724444444,7.2925,punch,PC,1,The ballerina is punched by the artist.,The doctor punched by the cowboy,1,P,C,,0,
503,18,1,0.8363888889,5.926666667,follow,AC,1,The nun follows the doctor.,the pirate follow the policeman,1,A,C,,0,
504,18,1,1.1525,5.836666667,kick,PI,0,The clown is kicken by the nun.,The robber is kicked by the waitress,0,P,I,,0,
505,20,0,2.15,4.933611111,chase,AC,0,The policeman chases the robber.,the man is chase by the policeman,0,A,C,,1,
506,20,0,0.4219444444,4.791388889,slap,PC,0,The nurse is slapped by  the policeman.,the woman is slap by the man,0,P,C,,1,
507,20,0,0.9644444444,5.153055556,follow,AC,0,The nun follows the cowboy.,the  doctor is follow by the man,0,A,C,,1,
508,20,0,2.638333333,5.614166667,punch,PC,0,The policeman is punched by the artist.,the woman is punch by the man,0,P,C,,1,
509,20,1,1.268888889,5.19,chase,AC,1,The nun chases the sailor.,the policeman chase the robber,1,A,C,,1,
510,20,1,1.400833333,11.01861111,punch,PC,1,The ballerina is punched by the artist.,the cowboy punch the Dr.,1,P,C,,1,
511,20,0,2.446388889,5.735,shoot,AI,0,The actress shoot the robber.,the bakery shoot the boxer,1,A,I,,1,
512,20,1,1.033055556,5.649166667,scold,PC,1,The doctor is scolded by the professor.,the man is scold by the policeman,0,P,C,,0,
513,20,0,1.858055556,6.095555556,kiss,AC,0,The pirate kisses the clown.,the man is kiss by the woman,0,A,C,,1,
514,20,1,1.698611111,5.585,kiss,PC,1,The boxer is kissed by the artist.,the ballarira is kiss by the nun,0,P,C,,1,
515,20,1,1.115277778,11.80944444,slap,AC,1,The cowboy slaps the professor.,the swimmer is slap by the policemen,0,A,C,,1,
516,20,1,2.025555556,6.830277778,kiss,PC,0,The monk is kissed by the swimmer.,the man is kiss by the woman,0,P,C,,1,
517,20,1,1.602222222,8.17,punch,AC,1,The cowboy punches the swimmer.,the dummy is punch by the man,0,A,C,,1,
518,20,1,1.010555556,6.416666667,shoot,PI,1,The ballerina is shooted by the artist.,the swimmer is shoot by the baker,0,P,I,,1,
519,20,1,0.8847222222,6.189444444,follow,AC,1,The nun follows the doctor.,the cowboy follow the sailor,1,A,C,,0,
520,20,1,2.362222222,6.111388889,chase,PC,0,The swimmer is chased by the nun.,the doctor is chase by the cook,0,P,C,,1,
521,20,1,1.324444444,6.070277778,pull,AI,1,The boxer pull the soldier.,the cowboy pull the ballarira,1,A,I,,1,
522,20,1,1.814722222,10.2325,push,PI,0,The monk is pushen by the policeman.,the ballariaria is push  by the cowboy,0,P,I,,1,
523,20,1,1.453888889,8.319722222,punch,AC,0,The cowboy punches the nun.,the monk is punch by the man,0,A,C,,1,
524,20,1,0.9955555556,15.18583333,scold,PC,0,The monk is scolded by the swimmer.,the man is scold by the priest,0,P,C,,0,
525,20,1,3.170277778,6.180277778,slap,AC,0,The cowboy slaps the ballerina.,the boxer is slap by the clown,0,A,C,,1,
526,20,1,3.046388889,7.583611111,slap,PC,1,The clown is slapped by the policeman.,the cowboy is slap by the sailor,0,P,C,,1,
527,20,1,1.799166667,5.691944444,scold,AC,0,The waitress scolds the boxer.,the baliaria is scold by the policemen,0,A,C,,1,
528,20,1,1.475277778,12.26861111,kick,PI,0,The clown is kicken by the nun.,the robber is kick by the cook,0,P,I,,1,
529,20,1,3.511388889,6.867222222,touch,AI,0,The waitress touch the professor.,the sailor touch the swimmer,1,A,I,,1,
530,20,1,1.988888889,8.980555556,follow,PC,1,The ballerina is followed by the pirate.,the policemen is follow by the nun,0,P,C,,1,
531,20,1,2.451111111,8.579722222,scold,AC,1,The policeman scolds the doctor.,the sailor is scold by the priest,0,A,C,,1,
532,20,1,3.3875,6.517222222,pull,PI,0,The waitress is pullen by the pirate.,the clown is puled by the boxer,0,P,I,,0,
533,20,1,2.450277778,9.634722222,tickle,AI,0,The soldier tickle the boxer.,the doctor is tickle by the nurse,0,A,I,,1,
534,20,1,1.760277778,6.388333333,touch,PI,1,The doctor is touchen by the waitress.,the clow is touch by the sailor,0,P,I,,1,
535,20,1,1.849722222,6.091666667,push,AI,1,The chef push the clown.,the cowboy push the man,1,A,I,,1,
536,20,1,1.510277778,6.506388889,tickle,PI,1,The robber is ticklen by the soldier.,the monk is tickle by the woman,1,P,I,,1,
537,21,0,4.248333333,2.916666667,tickle,AI,0,The soldier tickle the boxer.,maid tickle the doctor,1,A,I,,1,
538,21,0,1.357222222,3.576111111,shoot,PI,1,The ballerina is shooted by the artist.,the cook shoots the soldier,1,P,I,,0,
539,21,1,2.749722222,7.036388889,chase,AC,0,The policeman chases the robber.,the policeman give chase to the swimmer,,A,C,,2,not using verb chase
540,21,1,1.696388889,9.035,chase,PC,1,The monk is chased by the policeman.,the pirate chased the robber,1,P,C,,0,
541,21,1,1.065,4.146944444,scold,AC,0,The waitress scolds the boxer.,the officer scolds the dancer,1,A,C,,0,
542,21,0,2.631666667,3.795833333,tickle,PI,1,The robber is ticklen by the soldier.,the maid tickles the monk,1,P,I,,0,
543,21,1,1.001388889,5.2475,slap,AC,1,The cowboy slaps the professor.,swimmer slapped by officer,0,A,C,,1,
544,21,1,0.7230555556,4.8175,pull,PI,0,The waitress is pullen by the pirate.,boxer pulling the clown,1,P,I,,1,
545,21,1,0.9766666667,4.777222222,touch,AI,0,The waitress touch the professor.,sailor touches the swimmer,1,A,I,,2,
546,21,1,1.431388889,5.412777778,push,PI,0,The monk is pushen by the policeman.,cowboy pushed the dancer,1,P,I,,2,
547,21,1,1.25,3.697777778,push,AI,1,The chef push the clown.,cowboy push the swimmer,1,A,I,,1,
548,21,0,1.278888889,5.397222222,touch,PI,1,The doctor is touchen by the waitress.,sailor touch the clown,1,P,I,,1,
549,21,1,0.7036111111,4.265833333,scold,AC,1,The policeman scolds the doctor.,scholar scolds sailor,1,A,C,,2,
550,21,1,0.8872222222,5.980833333,punch,PC,0,The policeman is punched by the artist.,cowboy punched dancer,1,P,C,,2,
551,21,1,0.9902777778,3.768055556,follow,AC,1,The nun follows the doctor.,pirate follows sailor,1,A,C,,2,
552,21,1,0.8255555556,3.733055556,kiss,PC,0,The monk is kissed by the swimmer.,artist kissing clown,1,P,C,,1,
553,21,1,0.7158333333,4.8225,pull,AI,1,The boxer pull the soldier.,dancer pulled by pirate,0,A,I,,1,
554,21,1,0.8461111111,4.708888889,chase,PC,0,The swimmer is chased by the nun.,doctor chased by waitress,0,P,C,,1,
555,21,1,1.095555556,5.101111111,kick,AI,1,The policeman kick the boxer.,waitress kicked clown,1,A,I,,2,
556,21,1,2.215555556,3.092222222,kiss,PC,1,The boxer is kissed by the artist.,nun kissing dancer,1,P,C,,1,
557,21,1,0.8783333333,5.41,punch,AC,0,The cowboy punches the nun.,artist punched monk,1,A,C,,2,
558,21,1,1.867222222,7.241666667,slap,PC,1,The clown is slapped by the policeman.,cowboy slaps sailor,1,P,C,,2,
559,21,1,1.647777778,6.769166667,shoot,AI,0,The actress shoot the robber.,chef shooting boxer,1,A,I,,1,
560,21,1,1.039722222,5.0975,scold,PC,1,The doctor is scolded by the professor.,officer scolds the boxer,1,P,C,,2,
561,21,1,0.8127777778,5.103055556,kiss,AC,1,The artist kisses the ballerina.,nun kissed the boxer,1,A,C,,2,
562,21,1,1.013611111,5.384166667,kick,PI,0,The clown is kicken by the nun.,waitress kicks the robber,1,P,I,,2,
563,21,1,1.014722222,5.136666667,slap,AC,0,The cowboy slaps the ballerina.,officer slaps the boxer,1,A,C,,2,
564,21,1,0.8783333333,4.471666667,slap,PC,0,The nurse is slapped by  the policeman.,cowboy slaps ballerina,1,P,C,,2,
565,21,1,1.1025,4.507222222,kiss,AC,0,The pirate kisses the clown.,artist kisses the soldier,1,A,C,,2,
566,21,1,1.548888889,3.856666667,scold,PC,0,The monk is scolded by the swimmer.,scholar scolds soldier,1,P,C,,2,
567,21,1,0.7569444444,5.440277778,punch,AC,1,The cowboy punches the swimmer.,artists punched clown,1,A,C,,2,
568,21,1,0.7313888889,5.475833333,punch,PC,1,The ballerina is punched by the artist.,cowboy punches doctor,1,P,C,,2,
569,21,1,0.8619444444,6.180277778,chase,AC,1,The nun chases the sailor.,officer chase behind theif,1,A,C,,1,
570,21,1,0.8258333333,5.390555556,follow,PC,0,The ballerina is followed by the pirate.,nun follows boxer,1,P,C,,2,
571,21,1,0.8144444444,4.984722222,follow,AC,0,The nun follows the cowboy.,pirate follows doctor,1,A,C,,2,
572,21,1,0.8905555556,3.963333333,follow,PC,1,The ballerina is followed by the pirate.,nun follows soldier,1,P,C,,2,
573,22,1,1.426111111,3.825833333,kick,AI,1,The policeman kick the boxer.,The waitress kicked the clown.,1,A,I,,0,
574,22,0,1.144722222,4.733888889,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slapped the ballerina.,1,P,C,,0,
575,22,1,0.7547222222,8.085,follow,AC,1,The nun follows the doctor.,The pirate is following the sailor.,1,A,C,,0,
576,22,1,3.143055556,5.671666667,shoot,PI,1,The ballerina is shooted by the artist.,The cook shoots the swimmer.,1,P,I,,0,
577,22,1,1.397777778,4.61,pull,AI,1,The boxer pull the soldier.,The pirate is pulling the ballerina.,1,A,I,,0,
578,22,1,0.5527777778,6.248611111,punch,PC,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,P,C,,0,
579,22,1,1.335833333,4.798333333,punch,AC,1,The cowboy punches the swimmer.,The artist punched the clown.,1,A,C,,0,
580,22,1,0.6661111111,8.456111111,push,PI,0,The monk is pushen by the policeman.,The cowboy is pushing the ballerina.,1,P,I,,0,
581,22,1,1.866388889,4.481944444,kiss,AC,1,The artist kisses the ballerina.,The nun is kissing the boxer.,1,A,C,,0,
582,22,1,1.118055556,4.841944444,scold,PC,1,The doctor is scolded by the professor.,The policeman was scolding the boxer.,1,P,C,,0,
583,22,1,2.571111111,5.018611111,punch,AC,0,The cowboy punches the nun.,The artist punched the monk.,1,A,C,,0,
584,22,1,2.466111111,4.706944444,kiss,PC,0,The monk is kissed by the swimmer.,The artist is kissing the clown.,1,P,C,,0,
585,22,1,0.7313888889,4.306111111,shoot,AI,0,The actress shoot the robber.,The chef is shooting the boxer.,1,A,I,,0,
586,22,1,1.014166667,6.074722222,kiss,PC,1,The boxer is kissed by the artist.,The nun is trying to kiss the ballerina.,1,P,C,,0,
587,22,1,0.8733333333,4.728055556,touch,AI,0,The waitress touch the professor.,The sailor is touching the swimmer.,1,A,I,,0,
588,22,0,0.8044444444,9.795,tickle,PI,1,The robber is ticklen by the soldier.,The waitress is tickling the priest.,1,P,I,,0,
589,22,1,0.7844444444,6.923055556,tickle,AI,0,The soldier tickle the boxer.,The waitress is tickling the doctor.,1,A,I,,0,
590,22,1,0.89,5.118333333,follow,PC,1,The ballerina is followed by the pirate.,The soldier is followed by the nun.,0,P,C,,0,
591,22,1,1.022777778,7.601388889,kiss,AC,0,The pirate kisses the clown.,The artist kisses the soldier.,1,A,C,,0,
592,22,1,1.001666667,5.870555556,scold,PC,0,The monk is scolded by the swimmer.,The soldier is scolded by the professor.,0,P,C,,0,
593,22,1,0.9683333333,10.82166667,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,A,C,,0,
594,22,1,1.263333333,15.99777778,follow,PC,0,The ballerina is followed by the pirate.,The boxer is followed by the nun.,0,P,C,,0,
595,22,1,0.8786111111,10.43638889,chase,AC,1,The nun chases the sailor.,The policeman chases the robber.,1,A,C,,0,
596,22,1,1.132222222,10.23083333,kick,PI,0,The clown is kicken by the nun.,The waitress kicked the robber.,1,P,I,,0,
597,22,1,1.243055556,6.473333333,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
598,22,1,0.6044444444,5.824722222,pull,PI,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,P,I,,0,
599,22,1,1.457777778,6.987777778,slap,AC,0,The cowboy slaps the ballerina.,The policeman slapped the boxer.,1,A,C,,0,
600,22,1,0.8283333333,8.162777778,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor.,1,P,C,,0,
601,22,1,0.8922222222,11.29111111,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer.,1,A,C,,0,
602,22,1,0.6847222222,5.669444444,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
603,22,1,0.7905555556,5.027222222,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
604,22,1,2.100555556,5.3525,slap,PC,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy.,0,P,C,,0,
605,22,1,3.040833333,5.401666667,push,AI,1,The chef push the clown.,The cowboy pushed the swimmer.,1,A,I,,0,
606,22,1,0.7747222222,6.541666667,punch,PC,0,The policeman is punched by the artist.,The cowboy punched the ballerina.,1,P,C,,0,
607,22,1,1.390277778,7.521666667,slap,AC,1,The cowboy slaps the professor.,The policeman slapped the swimmer.,1,A,C,,0,
608,22,0,1.093055556,4.421666667,touch,PI,1,The doctor is touchen by the waitress.,The sailor touched the clown.,1,P,I,,0,
609,24,1,0.4102777778,2.693333333,kiss,AC,1,The artist kisses the ballerina.,Nun kisses the boxer.,1,A,C,,2,
610,24,0,0.965,2.762777778,slap,PC,0,The nurse is slapped by  the policeman.,Cowboys slaps the ballerina.,1,P,C,,2,
611,24,1,0.3097222222,2.979166667,pull,AI,1,The boxer pull the soldier.,Pirate pulls the ballerina.,1,A,I,,2,
612,24,1,0.2308333333,3.417222222,tickle,PI,1,The robber is ticklen by the soldier.,The maid tickles the nurse.,1,P,I,,0,
613,24,1,1.374444444,2.581388889,punch,AC,1,The cowboy punches the swimmer.,Artist punches the clown.,1,A,C,,2,
614,24,1,0.5083333333,2.150277778,kiss,PC,1,The boxer is kissed by the artist.,Nun kisses the ballerina.,1,P,C,,2,
615,24,1,1.357777778,2.006111111,scold,AC,0,The waitress scolds the boxer.,Cop scolds the ballerina.,1,A,C,,2,
616,24,0,0.2983333333,3.013333333,pull,PI,0,The waitress is pullen by the pirate.,Clown is pulled by the boxer.,0,P,I,,2,
617,24,1,5.625833333,2.450277778,follow,AC,1,The nun follows the doctor.,Pirate follows the sailor.,1,A,C,,2,
618,24,1,0.1486111111,1.961666667,touch,PI,1,The doctor is touchen by the waitress.,Sailor touches the clown.,1,P,I,,2,
619,24,1,0.5522222222,2.195555556,push,AI,1,The chef push the clown.,Cowboy pushed the swimmer.,1,A,I,,2,
620,24,1,1.305,2.180277778,follow,PC,0,The ballerina is followed by the pirate.,Nun follows the boxer.,1,P,C,,2,
621,24,1,0.5519444444,2.533055556,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
622,24,1,0.3641666667,2.458055556,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
623,24,1,0.8475,2.461666667,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
624,24,1,0.9469444444,2.527222222,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor.,1,P,C,,0,
625,24,1,0.4761111111,2.946944444,chase,AC,1,The nun chases the sailor.,The policeman chases the robber.,1,A,C,,0,
626,24,1,0.7319444444,3.344444444,kick,PI,0,The clown is kicken by the nun.,The robber is kicked by the maid.,0,P,I,,0,
627,24,1,0.4644444444,2.031111111,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
628,24,1,0.6941666667,2.53,slap,PC,1,The clown is slapped by the policeman.,The sailor is slapped by the clown.,0,P,C,,0,
629,24,1,0.4713888889,3.976111111,punch,AC,0,The cowboy punches the nun.,The nurse is punched by the artist.,0,A,C,,0,
630,24,1,0.5994444444,3.023611111,punch,PC,0,The policeman is punched by the artist.,The ballerina is punched by the cowboy.,0,P,C,,0,
631,24,1,0.485,1.963888889,touch,AI,0,The waitress touch the professor.,The sailor touched the swimmer.,1,A,I,,0,
632,24,0,0.9658333333,2.168888889,shoot,PI,1,The ballerina is shooted by the artist.,The chef shot the swimmer.,1,P,I,,0,
633,24,1,0.5425,2.8925,chase,AC,0,The policeman chases the robber.,The policeman chased the swimmer.,1,A,C,,0,
634,24,1,1.528055556,3.515,scold,PC,1,The doctor is scolded by the professor.,The boxer is scolded by the policeman.,0,P,C,,0,
635,24,1,0.4769444444,2.820555556,slap,AC,0,The cowboy slaps the ballerina.,The boxer is slapped by the policeman.,0,A,C,,0,
636,24,1,0.4672222222,2.585833333,punch,PC,1,The ballerina is punched by the artist.,The doctor is punched by the cowboy.,0,P,C,,0,
637,24,1,0.7152777778,1.923055556,tickle,AI,0,The soldier tickle the boxer.,The maid tickles the doctor.,1,A,I,,0,
638,24,1,0.8180555556,2.452222222,kiss,PC,0,The monk is kissed by the swimmer.,The clown kisses the artist.,1,P,C,,0,
639,24,1,0.6238888889,2.124166667,slap,AC,1,The cowboy slaps the professor.,Policeman slaps the swimmer.,1,A,C,,2,
640,24,1,0.5955555556,3.506111111,follow,PC,1,The ballerina is followed by the pirate.,The soldier is followed by the nun.,0,P,C,,0,
641,24,0,0.6186111111,2.109444444,kiss,AC,0,The pirate kisses the clown.,Soldier kisses the artist.,1,A,C,,2,
642,24,1,0.5944444444,2.781944444,push,PI,0,The monk is pushen by the policeman.,Cowboy pushes the ballerina.,1,P,I,,2,
643,24,1,0.4527777778,1.884722222,kick,AI,1,The policeman kick the boxer.,Maid kicks the clown.,1,A,I,,2,
644,24,1,0.5069444444,2.434444444,scold,PC,0,The monk is scolded by the swimmer.,Professor scolds the soldier.,1,P,C,,2,
645,25,1,2.599722222,5.928055556,shoot,AI,0,The actress shoot the robber.,The chef shooting the kickboxer,1,A,I,,0,
646,25,0,4.337777778,6.331666667,pull,PI,0,The waitress is pullen by the pirate.,The kickboxer pulling up an oldman,1,P,I,,1,
647,25,0,2.325555556,5.914722222,punch,AC,0,The cowboy punches the nun.,an artist punches the paster,1,A,C,,0,
648,25,1,1.911111111,7.705555556,scold,PC,0,The monk is scolded by the swimmer.,an old man scold the soldier and the standing,1,P,C,,1,
649,25,1,1.461944444,6.301111111,slap,AC,1,The cowboy slaps the professor.,a policeman slaps the swimmer,1,A,C,,0,
650,25,1,3.520833333,3.902777778,punch,PC,0,The policeman is punched by the artist.,a cow box punched the dancing lady,1,P,C,,0,
651,25,0,2.142777778,3.219166667,slap,AC,0,The cowboy slaps the ballerina.,a ballerina slaps the kickboxer,1,A,C,,0,
