,subjID,surveyID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,syn_voice,syn_corr,verif_ans,P_sentence,clear_responses,isactive.raw,isactive.checked,error_type
967,27,93kchbda20190406,1,2.76,9.521666667,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,1,0
968,27,93kchbda20190406,1,1.270833333,11.71083333,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punched the ballerina.,1,1,0
969,27,93kchbda20190406,1,2.07,8.361666667,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicked the clown.,1,1,0
970,27,93kchbda20190406,0,2.151666667,21.78083333,tickle,PI,P,I,1,The robber is ticklen by the soldier.,The waitress tickle the monk.,1,1,1
971,27,93kchbda20190406,1,2.48,9.575,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor.,1,1,0
972,27,93kchbda20190406,1,2.860833333,9.085,follow,PC,P,C,0,The ballerina is followed by the pirate.,The boxer is followed by the nun.,0,0,0
973,28,9vh3ek0u20190413,0,4.388333333,39.72833333,chase,AC,A,C,0,The policeman chases the robber.,the poloceman chases swimmer,1,1,0
974,28,9vh3ek0u20190413,1,4.38,11.63916667,scold,PC,P,C,1,The doctor is scolded by the professor. ,the cop scolds the man,1,1,0
975,28,9vh3ek0u20190413,1,11.16583333,10.13416667,shoot,AI,A,I,0,The actress shoot the robber. ,the cook shoots the man,1,1,0
976,28,9vh3ek0u20190413,1,6.4125,11.49166667,scold,PC,P,C,0,The monk is scolded by the swimmer. ,the professor scolds the solider,1,1,0
977,28,9vh3ek0u20190413,1,5.253333333,34.92166667,tickle,AI,A,I,0,The soldier tickle the boxer.,the woman tickles the doctor,1,1,0
978,28,9vh3ek0u20190413,1,6.2875,33.36,punch,PC,P,C,0,The policeman is punched by the artist.,the cowboy punches the ballerina,1,1,0
979,28,9vh3ek0u20190413,1,2.825,16.4775,punch,AC,A,C,0,The cowboy punches the nun.,the artist punches the monk,1,1,0
980,28,9vh3ek0u20190413,1,4.994166667,17.63333333,chase,PC,P,C,0,The swimmer is chased by the nun.,the waitress chases the doctor,1,1,0
981,28,9vh3ek0u20190413,1,4.388333333,12.25333333,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kisses the boxer,1,1,0
982,28,9vh3ek0u20190413,1,3.175833333,9.259166667,punch,PC,P,C,1,The ballerina is punched by the artist.,the cowboy punches the doctor,1,1,0
983,28,9vh3ek0u20190413,1,4.314166667,14.8575,push,AI,A,I,1,The chef push the clown.,the cowboy pushes the swimmer,1,1,0
984,28,9vh3ek0u20190413,1,7.616666667,13.81583333,follow,PC,P,C,0,The ballerina is followed by the pirate.,the nun follows the boxer,1,1,0
985,28,9vh3ek0u20190413,1,2.783333333,45.20916667,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows the saior,1,1,0
986,28,9vh3ek0u20190413,0,5.705,11.02083333,shot,PI,P,I,1,The ballerina is shooted by the artist. ,the chef shot the swimmer,1,1,0
987,28,9vh3ek0u20190413,1,3.879166667,14.69083333,kick,AI,A,I,1,The policeman kick the boxer.,she kicks the man,1,1,0
988,28,9vh3ek0u20190413,1,7.8025,10.70083333,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy pushes the ballerina,1,1,0
989,28,9vh3ek0u20190413,1,33.26333333,18.135,slap,AC,A,C,1,The cowboy slaps the professor.,the cop slaps the swimmer,1,1,0
990,28,9vh3ek0u20190413,1,2.071666667,19.72166667,kiss,PC,P,C,1,The boxer is kissed by the artist.,the monk kissses the ballerina,1,1,0
991,28,9vh3ek0u20190413,1,3.710833333,11.50416667,chase,AC,A,C,1,The nun chases the sailor.,the cop chases the robber,1,1,0
992,28,9vh3ek0u20190413,1,7.786666667,16.6875,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,the waitress tickles the monk,1,1,0
993,28,9vh3ek0u20190413,1,5.635,12.57833333,touch,AI,A,I,0,The waitress touch the professor.,the sailor touches the swimmer,1,1,0
994,28,9vh3ek0u20190413,1,3.684166667,13.05,kiss,PC,P,C,0,The monk is kissed by the swimmer.,thhe artist kisses the clown,1,1,0
995,28,9vh3ek0u20190413,1,2.295,11.70083333,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punches the clown,1,1,0
996,28,9vh3ek0u20190413,1,4.839166667,9.156666667,kick,PI,P,I,0,The clown is kicken by the nun. ,the waitress kicks the robber,1,1,0
997,28,9vh3ek0u20190413,1,2.640833333,12.53416667,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulls the ballerina,1,1,0
998,28,9vh3ek0u20190413,1,7.918333333,20.02333333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slaps the ballerina,1,1,0
999,28,9vh3ek0u20190413,1,6.776666667,11.14416667,kiss,AC,A,C,0,The pirate kisses the clown.,the artist kisses the solider,1,1,0
1000,28,9vh3ek0u20190413,1,81.0575,13.82,follow,PC,P,C,1,The ballerina is followed by the pirate. ,the nun follows the solider,1,1,0
1001,28,9vh3ek0u20190413,1,5.619166667,13.32916667,slap,AC,A,C,0,The cowboy slaps the ballerina.,the cop slaps the boxer,1,1,0
1002,28,9vh3ek0u20190413,1,25.00333333,10.65416667,slap,PC,P,C,1,The clown is slapped by the policeman.,the cowboy slaps the silor,1,1,0
1003,28,9vh3ek0u20190413,1,4.6675,10.85916667,scold,AC,A,C,1,The policeman scolds the doctor.,the professor scolds the pirate,1,1,0
1004,28,9vh3ek0u20190413,1,10.88416667,9.575833333,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate chases the robber,1,1,0
1005,28,9vh3ek0u20190413,1,39.55166667,14.43833333,scold,AC,A,C,0,The waitress scolds the boxer.,the cop scolds the ballerina,1,1,0
1006,28,9vh3ek0u20190413,1,3.8175,30.94083333,pull,PI,P,I,0,The waitress is pullen by the pirate. ,the boxer pulls the clown,1,1,0
1007,28,9vh3ek0u20190413,1,6.021666667,11.9325,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follows the doctor,1,1,0
1008,28,9vh3ek0u20190413,1,6.460833333,13.2675,touch,PI,P,I,1,The doctor is touchen by the waitress.,the sailor chases the clown,1,1,0
1009,29,bdu8fwws20190407,1,11.65416667,17.22,pull,AI,A,I,1,The boxer pull the soldier.,The pirate is pulling the ballerina.,1,1,0
1010,29,bdu8fwws20190407,1,4.3825,14.67333333,scold,PC,P,C,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,1,0
1011,29,bdu8fwws20190407,1,2.566666667,30.28833333,chase,AC,A,C,1,The nun chases the sailor.,The policeman chases the burglar.,1,1,0
1012,29,bdu8fwws20190407,0,3.653333333,20.5225,punch,PC,P,C,0,The policeman is punched by the artist.,The ballerina is punched by the cowboy.,0,0,0
1013,29,bdu8fwws20190407,1,2.733333333,22.49333333,tickle,AI,A,I,0,The soldier tickle the boxer.,The doctor is tickled by the waitress.,0,0,0
1014,29,bdu8fwws20190407,1,13.975,18.73666667,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The clown is kissed by the artist.,0,0,0
1015,29,bdu8fwws20190407,1,5.555833333,10.95083333,punch,AC,A,C,1,The cowboy punches the swimmer.,The artist punches the clown.,1,1,0
1016,29,bdu8fwws20190407,0,3.849166667,20.09,tickle,PI,P,I,1,The robber is ticklen by the soldier.,The friar is tickled by the waitress.,0,0,0
1017,29,bdu8fwws20190407,1,3.458333333,11.8275,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,1,0
1018,29,bdu8fwws20190407,1,1.464166667,10.585,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,1,0
1019,29,bdu8fwws20190407,0,1.7425,10.28833333,push,AI,A,I,1,The chef push the clown.,The cowboy pushes the swimmer.,1,1,0
1020,29,bdu8fwws20190407,1,6.196666667,9.77,chase,PC,P,C,1,The monk is chased by the policeman.,The pirate chases the robber.,1,1,0
1021,29,bdu8fwws20190407,1,3.040833333,20.43083333,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,1,0
1022,29,bdu8fwws20190407,1,2.205833333,11.24666667,kick,PI,P,I,0,The clown is kicken by the nun.,The waitress kicks the robber.,1,1,0
1023,29,bdu8fwws20190407,1,3.583333333,22.89,scold,AC,A,C,1,The policeman scolds the doctor.,The sailor is scolded by the principal.,0,0,0
1024,29,bdu8fwws20190407,1,2.55,21.23833333,scold,PC,P,C,0,The monk is scolded by the swimmer.,The soldier is scolded by the principal.,0,0,0
1025,29,bdu8fwws20190407,1,1.6575,11.09916667,chase,AC,A,C,0,The policeman chases the robber.,The policeman chases the swimmer.,1,1,0
1026,29,bdu8fwws20190407,1,3.445833333,13.1275,follow,PC,P,C,1,The ballerina is followed by the pirate.,The nun follows the soldier.,1,1,0
1027,29,bdu8fwws20190407,1,4.12,12.50416667,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor.,1,1,0
1028,29,bdu8fwws20190407,1,2.076666667,11.43583333,follow,PC,P,C,0,The ballerina is followed by the pirate.,The nun follows the boxer.,1,1,0
1029,29,bdu8fwws20190407,1,2.314166667,11.68583333,follow,AC,A,C,0,The nun follows the cowboy.,The pirate is following the doctor.,1,1,0
1030,29,bdu8fwws20190407,1,3.4925,10.5825,punch,PC,P,C,1,The ballerina is punched by the artist.,The doctor is punched by the cowboy.,0,0,0
1031,29,bdu8fwws20190407,1,1.483333333,13.335,scold,AC,A,C,0,The waitress scolds the boxer.,The ballerina is scolded by the policeman.,0,0,0
1032,29,bdu8fwws20190407,0,2.343333333,9.72,shot,PI,P,I,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,1,0
1033,29,bdu8fwws20190407,0,4.0275,14.50666667,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicked the clown.,1,1,0
1034,29,bdu8fwws20190407,1,2.08,8.794166667,pull,PI,P,I,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,1,0
1035,29,bdu8fwws20190407,1,4.876666667,18.74,punch,AC,A,C,0,The cowboy punches the nun.,The artist punches the monk.,1,1,0
1036,29,bdu8fwws20190407,1,13.40166667,13.93166667,chase,PC,P,C,0,The swimmer is chased by the nun.,The doctor is chased by the waitress.,0,0,0
1037,29,bdu8fwws20190407,1,8.551666667,12.26916667,touch,AI,A,I,0,The waitress touch the professor.,The swimmer is touched by the sailor.,0,0,0
1038,29,bdu8fwws20190407,1,6.091666667,12.6975,slap,PC,P,C,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy.,0,0,0
1039,29,bdu8fwws20190407,1,1.418333333,11.52,kiss,AC,A,C,0,The pirate kisses the clown.,The soldier is kissed by the artist.,0,0,0
1040,29,bdu8fwws20190407,1,2.336666667,10.94916667,push,PI,P,I,0,The monk is pushen by the policeman.,The ballerina is pushed by the cowboy.,0,0,0
1041,29,bdu8fwws20190407,1,1.760833333,9.426666667,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,1,0
1042,29,bdu8fwws20190407,1,3.7475,11.65083333,kiss,PC,P,C,1,The boxer is kissed by the artist.,The ballerina is kissed by the nun.,0,0,0
1043,29,bdu8fwws20190407,1,2.2575,10.995,shoot,AI,A,I,0,The actress shoot the robber.,The chef shoots the boxer.,1,1,0
1044,29,bdu8fwws20190407,0,1.613333333,12.85833333,touch,PI,P,I,1,The doctor is touchen by the waitress.,The clown is touched by the sailor.,0,0,0
1045,30,cjjq7l9z20190413,1,5.190833333,16.8175,punch,AC,A,C,0,The cowboy punches the nun.,The artist punches the monk.,1,1,0
1046,30,cjjq7l9z20190413,1,6.2025,12.3525,pull,PI,P,I,0,The waitress is pullen by the pirate. ,The man uses the rope to pull another man.,1,NA,2
1047,30,cjjq7l9z20190413,0,2.719166667,11.07916667,scold,AC,A,C,0,The waitress scolds the boxer.,The girl looks down as she is scolded.,0,0,0
1048,30,cjjq7l9z20190413,1,1.835,12.99333333,kiss,PC,P,C,1,The boxer is kissed by the artist.,The nun wants a kiss from the girl.,NA,NA,0
1049,30,cjjq7l9z20190413,1,9.533333333,12.27166667,chase,AC,A,C,0,The policeman chases the robber.,The wet man is chased by the policeman.,0,0,0
1050,30,cjjq7l9z20190413,0,2.834166667,10.46166667,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,The monk laughs as he is tickled.,0,NA,2
1051,30,cjjq7l9z20190413,0,3.3375,11.72166667,pull,AI,A,I,1,The boxer pull the soldier.,The soldier tries in vain to pull the girl with a rope.,1,1,1
1052,30,cjjq7l9z20190413,1,3.115,16.49583333,follow,PC,P,C,1,The ballerina is followed by the pirate. ,The nun follows behind the soldier.,1,1,1
1053,30,cjjq7l9z20190413,0,3.714166667,11.63916667,touch,AI,A,I,0,The waitress touch the professor.,The sailor touches the wet man.,1,1,0
1054,30,cjjq7l9z20190413,1,2.626666667,14.35333333,punch,PC,P,C,1,The ballerina is punched by the artist.,The doctor takes a punch from the cowboy.,1,NA,2
1055,30,cjjq7l9z20190413,1,1.491666667,14.82583333,slap,AC,A,C,1,The cowboy slaps the professor.,The swimmer receives a slap from the policeman.,0,NA,2
1056,30,cjjq7l9z20190413,0,1.818333333,14.4725,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy gives the ballerina a slap with his hand.,1,NA,2
1057,30,cjjq7l9z20190413,1,1.911666667,7.696666667,chase,AC,A,C,1,The nun chases the sailor.,The robber is chased by the police.,0,0,0
1058,30,cjjq7l9z20190413,1,2.364166667,11.40916667,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy is about to push the girl.,1,NA,1
1059,30,cjjq7l9z20190413,1,3.769166667,9.704166667,kick,AI,A,I,1,The policeman kick the boxer.,She gives the clown a kick in the shin.,1,NA,2
1060,30,cjjq7l9z20190413,1,5.36,18.44,punch,PC,P,C,0,The policeman is punched by the artist.,The ballerina is knocked off her feet from a punch from the cowboy.,NA,NA,0
1061,30,cjjq7l9z20190413,0,2.529166667,12.40833333,push,AI,A,I,1,The chef push the clown.,The swimmer is pushed by the cowboy.,0,0,0
1062,30,cjjq7l9z20190413,0,3.584166667,11.59333333,shot,PI,P,I,1,The ballerina is shooted by the artist. ,"In anger, the chef shoots the man.",1,1,0
1063,30,cjjq7l9z20190413,1,1.874166667,7.293333333,kiss,AC,A,C,1,The artist kisses the ballerina.,The boxer leans in for a kiss.,NA,NA,0
1064,30,cjjq7l9z20190413,1,2.6425,18.64833333,chase,PC,P,C,0,The swimmer is chased by the nun.,The maid chases after the doctor with his drink.,1,1,1
1065,30,cjjq7l9z20190413,1,2.096666667,17.32583333,kiss,AC,A,C,0,The pirate kisses the clown.,The soldier leans in for a kiss from the doting artist.,NA,NA,0
1066,30,cjjq7l9z20190413,1,1.6025,8.964166667,kick,PI,P,I,0,The clown is kicken by the nun. ,She gives the robber a kick in the shin.,1,NA,2
1067,30,cjjq7l9z20190413,1,1.854166667,10.955,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman gives the boxer a slap in the face.,1,NA,2
1068,30,cjjq7l9z20190413,0,1.935,9.039166667,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor reaches out to touch the clown.,1,NA,2
1069,30,cjjq7l9z20190413,1,2.66,9.9675,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor to the boat.,1,1,0
1070,30,cjjq7l9z20190413,1,2.513333333,11.55083333,scold,PC,P,C,1,The doctor is scolded by the professor. ,The police officer scolds the boxer.,1,1,0
1071,30,cjjq7l9z20190413,1,2.228333333,18.3325,scold,AC,A,C,1,The policeman scolds the doctor.,The sailor is scolded by the graduating student.,0,0,0
1072,30,cjjq7l9z20190413,1,1.695,10.8125,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The clown leans in for a kiss from the lovely girl.,1,NA,2
1073,30,cjjq7l9z20190413,1,1.3525,12.88,tickle,AI,A,I,0,The soldier tickle the boxer.,The maid reaches out to give the doctor a tickle.,1,NA,2
1074,30,cjjq7l9z20190413,1,2.130833333,22.46583333,scold,PC,P,C,0,The monk is scolded by the swimmer. ,The soldier looks down as he is scolded by the student.,0,0,0
1075,30,cjjq7l9z20190413,1,2.1675,21.26916667,shoot,AI,A,I,0,The actress shoot the robber. ,The chef shoots the boxer in anger.,1,1,0
1076,30,cjjq7l9z20190413,1,1.6275,11.59833333,follow,PC,P,C,0,The ballerina is followed by the pirate.,The boxer runs as the nun follows.,1,NA,2
1077,30,cjjq7l9z20190413,1,2.584166667,21.98166667,punch,AC,A,C,1,The cowboy punches the swimmer.,The clown is knocked off his feet by a strong punch from the artist.,NA,NA,0
1078,30,cjjq7l9z20190413,1,2.535833333,12.93333333,chase,PC,P,C,1,The monk is chased by the policeman.,The pirates chases after the robber with his sword drawn.,1,1,1
1079,30,cjjq7l9z20190413,1,1.8275,12.4525,follow,AC,A,C,0,The nun follows the cowboy.,The doctor runs as the pirate follows close behind.,1,NA,2
1080,30,cjjq7l9z20190413,1,2.070833333,13.09583333,slap,PC,P,C,1,The clown is slapped by the policeman.,The cowboys gives the sailor a slap across the face.,1,NA,2
1081,31,cqnh6o5f20190406,1,5.4725,9.9325,chase,AC,A,C,0,The policeman chases the robber.,The policeman chases the swimmer.,1,1,0
1082,31,cqnh6o5f20190406,1,4.87,10.23333333,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina.,1,1,0
1083,31,cqnh6o5f20190406,1,1.9425,5.37,chase,AC,A,C,1,The nun chases the sailor.,The policeman chases the robber.,1,1,0
1084,31,cqnh6o5f20190406,1,2.169166667,6.9125,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,1,0
1085,31,cqnh6o5f20190406,1,3.058333333,13.47666667,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicks the clown.,1,1,0
1086,31,cqnh6o5f20190406,1,2.1175,6.790833333,chase,PC,P,C,0,The swimmer is chased by the nun.,The waitress chases the doctor.,1,1,0
1087,31,cqnh6o5f20190406,1,1.628333333,7.848333333,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,1,0
1088,31,cqnh6o5f20190406,1,2.316666667,6.430833333,chase,PC,P,C,1,The monk is chased by the policeman.,The pirate is chasing the robber.,1,1,0
1089,31,cqnh6o5f20190406,1,2.066666667,5.620833333,touch,AI,A,I,0,The waitress touch the professor.,The sailor touches the swimmer.,1,1,0
1090,31,cqnh6o5f20190406,1,2.879166667,7.6225,kick,PI,P,I,0,The clown is kicken by the nun.,The waitress kicks the robber.,1,1,0
1091,31,cqnh6o5f20190406,1,3.663333333,5.500833333,pull,AI,A,I,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,1,0
1092,31,cqnh6o5f20190406,1,3.885833333,6.318333333,scold,PC,P,C,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,1,0
1093,31,cqnh6o5f20190406,1,2.239166667,7.776666667,punch,AC,A,C,1,The cowboy punches the swimmer.,The clown is punched by the artist.,0,0,0
1094,31,cqnh6o5f20190406,1,1.949166667,9.62,follow,PC,P,C,1,The ballerina is followed by the pirate.,The soldier is followed by the nun.,0,0,0
1095,31,cqnh6o5f20190406,1,2.92,8.4475,tickle,AI,A,I,0,The soldier tickle the boxer.,The doctor is tickled by the waitress.,0,0,0
1096,31,cqnh6o5f20190406,1,3.333333333,8.508333333,slap,PC,P,C,1,The clown is slapped by the policeman.,The cowboy slaps the sailor.,1,1,0
1097,31,cqnh6o5f20190406,1,1.165833333,9.903333333,kiss,AC,A,C,0,The pirate kisses the clown.,The artist kisses the soldier.,1,1,0
1098,31,cqnh6o5f20190406,1,3.1,9.036666667,shot,PI,P,I,1,The ballerina is shooted by the artist.,The cook shoots the swimmer.,1,1,0
1099,31,cqnh6o5f20190406,1,1.549166667,5.378333333,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor.,1,1,0
1100,31,cqnh6o5f20190406,1,2.4025,5.746666667,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,1,0
1101,31,cqnh6o5f20190406,1,1.730833333,5.1875,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,1,0
1102,31,cqnh6o5f20190406,1,1.615833333,6.2525,punch,PC,P,C,1,The ballerina is punched by the artist.,The doctor is punched by the cowboy.,0,0,0
1103,31,cqnh6o5f20190406,1,1.851666667,9.443333333,punch,AC,A,C,0,The cowboy punches the nun.,The artist punches the monk.,1,1,0
1104,31,cqnh6o5f20190406,1,1.175833333,3.710833333,pull,PI,P,I,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,1,0
1105,31,cqnh6o5f20190406,1,3.66,4.478333333,shoot,AI,A,I,0,The actress shoot the robber.,The cook shoots the boxer.,1,1,0
1106,31,cqnh6o5f20190406,1,1.08,5.145833333,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punches the ballerina.,1,1,0
1107,31,cqnh6o5f20190406,1,1.931666667,4.975833333,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,1,0
1108,31,cqnh6o5f20190406,1,2.685,5.523333333,follow,PC,P,C,0,The ballerina is followed by the pirate.,The nun follows the boxer.,1,1,0
1109,31,cqnh6o5f20190406,1,1.478333333,7.0875,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,1,0
1110,31,cqnh6o5f20190406,1,1.509166667,4.305,kiss,PC,P,C,1,The boxer is kissed by the artist.,The nun kisses the ballerina.,1,1,0
1111,31,cqnh6o5f20190406,1,1.5525,4.3925,follow,AC,A,C,0,The nun follows the cowboy.,The pirate follows the doctor.,1,1,0
1112,31,cqnh6o5f20190406,1,1.980833333,10.82333333,scold,PC,P,C,0,The monk is scolded by the swimmer.,The professor scolds the soldier.,1,1,0
1113,31,cqnh6o5f20190406,1,1.0475,6.47,scold,AC,A,C,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,1,0
1114,31,cqnh6o5f20190406,1,1.534166667,6.709166667,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The artist kisses the clown.,1,1,0
1115,31,cqnh6o5f20190406,1,1.928333333,5.799166667,push,AI,A,I,1,The chef push the clown.,The cowboy pushes the swimmer.,1,1,0
1116,31,cqnh6o5f20190406,1,3.2375,5.843333333,tickle,PI,P,I,1,The robber is ticklen by the soldier.,The waitress tickles the monk.,1,1,0
1117,32,dcn1178220190406,1,8.3225,13.12083333,touch,AI,A,I,0,The waitress touch the professor.,the sailor touches the swimmer,1,1,0
1118,32,dcn1178220190406,0,3.3225,15.92583333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slapped the dancer,1,1,0
1119,32,dcn1178220190406,0,4.5925,11.96583333,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulls the dancer,1,1,0
1120,32,dcn1178220190406,1,2.728333333,12.75916667,scold,PC,P,C,1,The doctor is scolded by the professor.,the soldier scolds the boxer,1,1,0
1121,32,dcn1178220190406,1,2.520833333,17.06333333,chase,AC,A,C,1,The nun chases the sailor.,the police officer chases the robber,1,1,0
1122,32,dcn1178220190406,0,2.699166667,14.53416667,shot,PI,P,I,1,The ballerina is shooted by the artist.,the chef shoots the swimmer,1,1,0
1123,32,dcn1178220190406,0,12.90583333,14.86166667,punch,AC,A,C,0,The cowboy punches the nun.,the artist punched the angel,1,1,0
1124,32,dcn1178220190406,1,2.620833333,11.73666667,punch,PC,P,C,1,The ballerina is punched by the artist.,the cowboy punches the doctor,1,1,0
1125,32,dcn1178220190406,1,2.3425,13.63416667,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist is punching the clown,1,1,0
1126,32,dcn1178220190406,0,6.08,14.36416667,chase,PC,P,C,0,The swimmer is chased by the nun.,the waitress is chasing the doctor,1,1,0
1127,32,dcn1178220190406,0,3.151666667,13.7325,slap,AC,A,C,0,The cowboy slaps the ballerina.,the clown slaps the boxer,1,1,0
1128,32,dcn1178220190406,0,3.14,13.175,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the waitress tickles the priest,1,1,0
1129,32,dcn1178220190406,0,2.5275,10.85166667,push,AI,A,I,1,The chef push the clown.,the cowboy pushes the swimmer,1,1,0
1130,32,dcn1178220190406,1,4.150833333,31.1125,kiss,PC,P,C,1,The boxer is kissed by the artist.,the priest kisses the dancer,1,1,0
1131,32,dcn1178220190406,1,2.110833333,10.775,tickle,AI,A,I,0,The soldier tickle the boxer.,the waitress tickles the doctor,1,1,0
1132,32,dcn1178220190406,0,3.1275,11.29416667,follow,PC,P,C,0,The ballerina is followed by the pirate.,the priest followed the boxer,1,1,0
1133,32,dcn1178220190406,0,2.700833333,12.45416667,scold,AC,A,C,0,The waitress scolds the boxer.,the dancer is scolded by the police officer,0,0,0
1134,32,dcn1178220190406,1,2.640833333,10.91833333,kick,PI,P,I,0,The clown is kicken by the nun.,the waitress kicks the robber,1,1,0
1135,32,dcn1178220190406,1,4.621666667,11.04416667,scold,AC,A,C,1,The policeman scolds the doctor.,the professor scolds the sailor,1,1,0
1136,32,dcn1178220190406,1,7.1575,11.495,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate chases the robber,1,1,0
1137,32,dcn1178220190406,0,2.218333333,14.33333333,chase,AC,A,C,0,The policeman chases the robber.,the police officer is chasing the swimmer,1,1,0
1138,32,dcn1178220190406,1,2.158333333,11.4675,pull,PI,P,I,0,The waitress is pullen by the pirate.,the boxer pulls the clown,1,1,0
1139,32,dcn1178220190406,1,2.665833333,9.5475,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kisses the boxer,1,1,0
1140,32,dcn1178220190406,1,3.325,10.84583333,slap,PC,P,C,1,The clown is slapped by the policeman.,the cowboy slapped the sailor,1,1,0
1141,32,dcn1178220190406,0,2.044166667,11.5675,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicked the clown,1,1,0
1142,32,dcn1178220190406,0,2.911666667,11.13,punch,PC,P,C,0,The policeman is punched by the artist., ,NA,NA,NA
1143,32,dcn1178220190406,0,2.881666667,11.69666667,kiss,AC,A,C,0,The pirate kisses the clown.,the artist kisses the soldier,1,1,0
1144,32,dcn1178220190406,1,2.258333333,9.964166667,follow,PC,P,C,1,The ballerina is followed by the pirate.,the nun is following the soldier,1,1,0
1145,32,dcn1178220190406,0,58.97166667,10.1375,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follows the doctor,1,1,0
1146,32,dcn1178220190406,0,5.77,10.85083333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the artist is kissing the clown,1,1,0
1147,32,dcn1178220190406,1,2.145,10.14833333,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows the sailor,1,1,0
1148,32,dcn1178220190406,0,4.583333333,11.3775,scold,PC,P,C,0,The monk is scolded by the swimmer.,the professor is scolding the soldier,1,1,0
1149,32,dcn1178220190406,1,12.455,15.51916667,slap,AC,A,C,1,The cowboy slaps the professor.,the policeman slapped the swimmer,1,1,0
1150,32,dcn1178220190406,0,2.198333333,8.764166667,touch,PI,P,I,1,The doctor is touchen by the waitress.,the sailor touches the clown,1,1,0
1151,32,dcn1178220190406,1,2.219166667,9.0125,shoot,AI,A,I,0,The actress shoot the robber.,the chef shot the boxer,1,1,0
1152,32,dcn1178220190406,1,1.618333333,9.9825,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy pushes the dancer,1,1,0
1153,33,dkzr852l20190413,1,4.69,10.91,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kick the man.,1,1,1
1154,33,dkzr852l20190413,1,7.701666667,11.06916667,follow,PC,P,C,0,The ballerina is followed by the pirate.,The priest follow the boxer. ,1,1,1
1155,33,dkzr852l20190413,1,3.146666667,12.09666667,scold,AC,A,C,1,The policeman scolds the doctor.,The teacher scold the sailor. ,1,1,1
